0.010000,-1.159500,2.780300,-1.150179,2.793550,-1.154702,2.787127,-1.154654,2.787197,-1.150705,2.793213,-1.154805,2.787192
0.060000,-1.820196,1.876140,-1.778927,1.934155,-1.799057,1.905887,-1.798850,1.906191,-1.781907,1.932413,-1.799850,1.906035
0.110000,-2.298837,1.228524,-2.242746,1.306180,-2.270250,1.268148,-2.269973,1.268554,-2.247958,1.303392,-2.271926,1.268111
0.160000,-2.643914,0.766335,-2.583050,0.848863,-2.613049,0.808238,-2.612756,0.808669,-2.590349,0.845279,-2.615715,0.807879
0.210000,-2.890386,0.438260,-2.830298,0.517474,-2.860062,0.478283,-2.859782,0.478695,-2.839589,0.513266,-2.863770,0.477543
0.260000,-3.063443,0.207273,-3.006876,0.279087,-3.035030,0.243379,-3.034778,0.243751,-3.018104,0.274375,-3.039801,0.242245
0.310000,-3.181228,0.046662,-3.129233,0.109470,-3.155225,0.078085,-3.155007,0.078408,-3.142367,0.104333,-3.161065,0.076569
0.360000,-3.256797,-0.062846,-3.209442,-0.009216,-3.233206,-0.036145,-3.233022,-0.035872,-3.224471,-0.014721,-3.240110,-0.038018
0.410000,-3.299534,-0.135153,-3.256355,-0.090096,-3.278094,-0.112828,-3.277942,-0.112601,-3.273281,-0.095934,-3.286054,-0.115028
0.460000,-3.316173,-0.180287,-3.276455,-0.142828,-3.296500,-0.161812,-3.296377,-0.161627,-3.295288,-0.148976,-3.305511,-0.164311
0.510000,-3.311535,-0.205476,-3.274476,-0.174519,-3.293209,-0.190276,-3.293110,-0.190126,-3.295233,-0.180962,-3.303265,-0.193045
0.560000,-3.289060,-0.215935,-3.253865,-0.190395,-3.271670,-0.203445,-3.271592,-0.203325,-3.276569,-0.197124,-3.282768,-0.206462
0.610000,-3.251192,-0.215418,-3.217124,-0.194298,-3.234359,-0.205127,-3.234299,-0.205032,-3.241800,-0.201309,-3.246500,-0.208370
0.660000,-3.199654,-0.206632,-3.166056,-0.189050,-3.183043,-0.198089,-3.182998,-0.198015,-3.192730,-0.196343,-3.196230,-0.201544
0.710000,-3.135646,-0.191522,-3.101947,-0.176726,-3.118970,-0.184348,-3.118937,-0.184289,-3.130650,-0.184300,-3.133209,-0.187999
0.760000,-3.059997,-0.171486,-3.025706,-0.158846,-3.043009,-0.165364,-3.042985,-0.165318,-3.056468,-0.166704,-3.058306,-0.169202
0.810000,-2.973259,-0.147530,-2.937961,-0.136524,-2.955752,-0.142198,-2.955736,-0.142164,-2.970814,-0.144669,-2.972117,-0.146216
0.860000,-2.875790,-0.120371,-2.839134,-0.110574,-2.857589,-0.115620,-2.857579,-0.115593,-2.874110,-0.119010,-2.875034,-0.119811
0.910000,-2.767804,-0.090522,-2.729492,-0.081592,-2.748763,-0.086182,-2.748757,-0.086162,-2.766626,-0.090323,-2.767299,-0.090543
0.960000,-2.649412,-0.058347,-2.609191,-0.050007,-2.629405,-0.054282,-2.629404,-0.054267,-2.648517,-0.059038,-2.649047,-0.058810
